id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
26595874,Kmart’s Kastle  In Asheville,21654047,Kris,,28803,35.49015,-82.49109,Entire home/apt,300,1,26,2019-02-10,4.62,1,250
26634224,The Baying Hound Campground {4 of 4},151279507,Bobby And Amanda,,28806,35.61275,-82.60327,Entire home/apt,19,1,5,2018-10-17,0.66,7,179
26639631,Mt Air Private Apt.,200255741,Brent & Judy,,28803,35.5543,-82.48814,Entire home/apt,118,2,26,2019-02-10,3.82,1,264
26658565,Cozy Private Apt Near Downtown Asheville -Montford,3521310,Adam & Philo,,28801,35.60809,-82.57328,Entire home/apt,104,2,38,2019-02-10,5.76,1,62
26659046,Number Twelve,200399258,Jolene,,28806,35.53458,-82.62409,Entire home/apt,190,2,16,2019-01-21,2.54,1,176
26690388,Convenient and Cozy Lookout Retreat,26002506,Michelle,,28804,35.62091,-82.57148,Entire home/apt,85,2,21,2019-02-09,4.26,2,142
26718894,Mnt Views/Pkwy/Dtown-Tiny Green Farm House,200915871,Celeste,,28804,35.65122,-82.52633,Entire home/apt,75,2,24,2019-02-10,4.00,2,338
26721327,The Eagle – 6bd/4ba Luxury Townhome sleeps 18+,158764029,Brennen & Sheila,,28704,35.4565,-82.537,Entire home/apt,549,3,4,2018-12-30,0.90,3,337
26735499,RAD house,10077483,Heidi,,28801,35.58251,-82.56195,Entire home/apt,300,1,20,2019-02-10,3.28,2,27
26740506,Zoe's Bedroom,155388775,Crystal,,28715,35.56464,-82.64716,Private room,59,1,8,2019-02-10,2.20,1,80
26753930,"Bright, cozy Asheville suite w/ private entrance",10372880,Jacqueline,,28803,35.5599,-82.50592,Entire home/apt,68,1,71,2019-02-10,10.44,1,153
26771791,Cozy Guest Suite 10 Minutes to Downtown,6961396,Dani & Devyn,,28715,35.55986,-82.66259,Entire home/apt,60,1,46,2019-02-10,8.68,1,262
26802744,Brand NEW Apartment - Walk to Breweries,55879586,Mary,,28806,35.58601,-82.57255,Entire home/apt,64,30,30,2019-02-10,4.71,1,188
26829259,Creekside near Asheville NC,65408548,Karl,,28704,35.47094,-82.49898,Entire home/apt,79,1,19,2019-01-12,2.61,4,356
26872561,"Quiet Montford Bungalow, 10 min walk to downtown",56052784,Kate,,28801,35.59672,-82.56534,Entire home/apt,180,2,31,2019-01-27,4.72,1,86
26873393,Downtown 2BR/2.5BA w/ Rooftop Patio & Elevator,149601167,TurnKey Vacation Rentals,,28801,35.58702,-82.55464,Entire home/apt,252,2,6,2018-12-28,0.92,22,345
26891591,EAST ASHEVILLE GETAWAY,87387359,Paul,,28805,35.61772,-82.50422,Entire home/apt,100,2,23,2019-02-10,4.26,1,67
26910514,FernWood Suite,184144287,Joy,,28715,35.48914,-82.67,Private room,89,2,0,,,2,0
26910515,Asheville Quiet Serenity Super Convenient Location,202460634,Thomas,,28805,35.59755,-82.4928,Entire home/apt,55,2,56,2019-02-13,9.13,1,79
26924271,"East Asheville, HotTub, Views, Fire Pit, Parkway",189799819,Michael&Kerrie,,28803,35.55234,-82.46852,Entire home/apt,125,1,28,2019-02-10,5.38,1,336
26925544,Downtown in a Flash. Relax with Your Family,128354253,Katie And Matt,,28804,35.63138,-82.58883,Entire home/apt,250,2,20,2019-02-10,4.26,1,154
26954553,The Last Minute Cottage Getaway,30973282,Donald,,28806,35.57072,-82.57789,Entire home/apt,95,1,25,2019-02-10,3.59,1,1
26973463,"A ""Cook's Place"" in the River Arts District",31531409,Mark,,28806,35.58212,-82.56816,Private room,57,1,43,2019-02-10,8.66,1,35
26982722,"$500 per Week WINTER SPEC'L THROUGH MARCH 31, 2019",3736794,Jeanette,,28801,35.60377,-82.55068,Entire home/apt,71,28,0,,,1,89
27011341,✌ Asheville Retreat/Bent Creek/Pisgah Hike/Bike ✌,36813996,William,,28806,35.50824,-82.60825,Entire home/apt,95,2,14,2019-01-01,2.13,1,0
27019129,No Bad Stays (30 Night Minimum),282321,Jeramy,,28806,35.57018,-82.6094,Entire home/apt,53,30,2,2018-09-23,0.36,1,323
27055430,"West Asheville with Private Bath, Room and Porches",12266797,Dianna,,28806,35.58271,-82.62777,Private room,38,1,0,,,1,15
27059536,The Patton Mtn Retreat. Near Grove Park & Biltmore,203603227,Jeremy,,28804,35.62705,-82.53517,Entire home/apt,325,2,17,2018-12-29,2.50,1,89
27078522,Total Privacy ★ Dogs Welcome ★ Affordable!,12431537,Serena,,28704,35.47958,-82.5016,Entire home/apt,76,1,39,2019-02-14,8.60,1,180
27085270,Patton Parker House 101,96187307,Steve,,28801,35.59351,-82.55732,Entire home/apt,375,1,3,2018-12-31,0.68,22,281
27085271,Patton Parker House 201,96187307,Steve,,28801,35.59225,-82.55585,Entire home/apt,375,1,0,,,22,283
27086469,NEW! The Cottage at Sleepy Gap near Asheville,1329460,Lynne,,28704,35.46682,-82.62259,Entire home/apt,165,3,11,2019-01-04,2.43,4,340
27108241,"Upstream Riverview, Modern Design, Hot Tub.",108739712,Jay,,28806,35.56709,-82.56801,Entire home/apt,695,2,19,2019-02-03,2.81,4,269
27113929,Cozy ranch minutes from all things Asheville!,64685297,Zachary,,28803,35.558,-82.50105,Entire home/apt,90,1,0,,,1,16
27123967,"Great Location. Huge Yard,River Access, Views,Dogs",203736164,Lindsay,,28805,35.59285,-82.4704,Entire home/apt,155,3,21,2019-02-11,3.20,2,286
27131729,West Asheville Oasis on Hominy Creek,204249617,Joy,,28806,35.56628,-82.60779,Entire home/apt,150,3,12,2018-12-09,2.16,1,353
27132022,"Orion Sky, ""a little country in the city""",83781390,Kelle,,28806,35.60667,-82.60289,Entire home/apt,70,2,0,,,1,335
27156940,Cottage in the Trees- Walk to Downtown AVL,10453340,Brett,,28801,35.5944,-82.54638,Entire home/apt,74,2,69,2019-02-12,10.84,2,31
27185837,The Studio in the South (Asheville),70241397,Amber & Jordan,,28704,35.47704,-82.49975,Entire home/apt,58,1,30,2019-01-06,4.43,1,0
27225252,Comfy Camper A True Mtn. Experience Yet  Close In,83635535,Ann,,28805,35.61389,-82.47324,Entire home/apt,49,2,16,2018-11-25,2.62,1,188
27232257,Asheville Home w/ 2 Patios - 10 Mins to Downtown!,151397468,Evolve Vacation Rental,,28806,35.573,-82.58518,Entire home/apt,155,3,1,2018-11-24,0.35,13,349
27250576,1940’s s Styled Bungalow in Walkable West AVL,186654491,Heather,,28806,35.57179,-82.59444,Entire home/apt,78,1,36,2019-02-15,5.48,1,342
27289254,Spacious Modern Riverfront w/ Penthouse Hot Tub.,108739712,Jay,,28803,35.56717,-82.5663,Entire home/apt,725,2,7,2019-01-21,1.58,4,259
27289830,Eco-Friendly Barn Builder's Suite near Central Asheville,996829,Bob,,28801,35.57597,-82.54741,Private room,92,2,6,2019-02-10,2.09,3,59
27306911,Mountaintop Getaway minutes from West Asheville!,9339825,Jenna,,28806,35.59916,-82.64367,Entire home/apt,100,2,36,2019-02-15,6.92,1,192
27335298,City of Asheville at Your Feet,205982545,Betsy,,28804,35.61791,-82.53316,Entire home/apt,195,2,13,2019-01-02,2.32,1,167
27337463,"Downtown Condo
Comfy.  Free Parking",36867090,Don,,28801,35.59729,-82.55418,Entire home/apt,145,2,29,2019-01-27,4.75,1,55
27338328,GREEN & SERENE Asheville  Retreat Time!,21101188,DahVid,,28805,35.62043,-82.47411,Private room,77,3,0,,,1,341
27339221,Clean & Cozy West Asheville Studio,192092030,Eric & Kathleen,,28806,35.5752,-82.59913,Entire home/apt,100,1,26,2019-02-10,3.98,1,102
27392504,"Couples Mtn retreat with separate suites, downtown",21539203,Dorothy,,28805,35.59378,-82.53793,Entire home/apt,198,1,2,2018-11-13,0.57,3,297
27427466,Meira's Retreat,1482216,Marilyn,,28806,35.6036,-82.59843,Entire home/apt,115,2,7,2019-01-01,1.98,4,334
27461996,"Modern, minimalist, spacious W. Asheville studio",206942994,Tara,,28806,35.57739,-82.60641,Entire home/apt,75,1,42,2019-02-10,6.49,1,159
27466554,"Lovely Home, King & Queen beds, 10 min to Downtown",56436566,Amanda,,28803,35.54999,-82.50853,Entire home/apt,124,1,47,2019-02-10,7.34,2,307
27486807,South Asheville Serenity,207153062,Charles,,28803,35.48586,-82.51593,Entire home/apt,225,2,13,2019-01-02,2.64,1,149
27503824,A dude and his dog,69006607,Tony,,28806,35.58648,-82.60015,Entire home/apt,95,2,10,2018-12-02,2.10,1,0
27538204,Comfy King & Queen Suite near Grove Park & Parkway,352405,Molly Rose,,28804,35.63812,-82.53995,Private room,65,2,20,2019-02-10,3.16,2,57
27548960,"Asheville Pastoral Views House. 
February 25% off",6845150,Carole & Brian,,28806,35.62122,-82.64506,Entire home/apt,275,2,20,2019-01-21,3.16,2,337
27562061,Poplar House,108950569,John,,28803,35.52813,-82.48199,Entire home/apt,300,3,5,2018-11-25,0.89,1,21
27566298,Private room#2,204005138,Tamara & Sergey,,28806,35.60365,-82.61092,Private room,42,1,26,2019-02-03,4.06,2,365
27583238,Magic mountain new west Asheville chalet,21675154,Tom,,28806,35.56811,-82.5678,Entire home/apt,450,2,17,2019-02-03,3.07,1,277
27625446,Asheville Pastoral Setting Guest Apartment,6845150,Carole & Brian,,28806,35.61814,-82.6458,Entire home/apt,225,2,8,2018-12-31,1.26,2,344
27645716,Asheville Townview Retreat,208625969,Matt,,28806,35.59157,-82.58484,Entire home/apt,115,1,14,2018-12-31,2.96,1,342
27675156,"Cute house: Walk to Downtown, River Arts, Mission",3552264,Michelle,,28801,35.58216,-82.55704,Entire home/apt,125,30,1,2018-11-25,0.35,2,135
27689813,Spacious Retreat Near Downtown & Blue Ridge Pkwy,10057257,Angela,,28803,35.54903,-82.48068,Entire home/apt,206,2,8,2019-01-21,1.31,1,299
27690175,Derick’s house and art studio.,93897699,Derick,,28804,35.62989,-82.55414,Private room,57,1,42,2019-02-16,7.78,2,294
27699328,Grove Park Bungalow,85957338,Lynette,,28804,35.61346,-82.53983,Entire home/apt,134,30,0,,,1,358
27723015,Beautiful NC Mountain and French Broad River View,196451710,Aixa,,28704,35.47678,-82.55964,Entire home/apt,300,3,2,2019-01-01,0.52,1,268
27759123,Malvern Phoenix - Walkable West Asheville,167246897,Laura,,28806,35.57615,-82.60846,Entire home/apt,93,1,58,2019-02-10,9.89,1,143
27770787,"Modern, simple and comfortable home",86094269,Jackie,,28806,35.53248,-82.60859,Entire home/apt,130,3,1,2018-09-16,0.19,1,0
27779063,"Super clean home with expansive yard, fire pit",11213171,Beth,,28715,35.5659,-82.65499,Entire home/apt,95,2,2,2018-10-21,0.45,1,0
27827166,NEW! Arden Home Just 20 Mins to Downtown Asheville,151397468,Evolve Vacation Rental,,28704,35.47156,-82.5116,Entire home/apt,265,2,2,2018-10-07,0.41,13,346
27853519,Private room #3,204005138,Tamara & Sergey,,28806,35.60359,-82.61233,Private room,45,1,38,2019-02-12,6.44,2,363
27871087,Biltmore Bed & Breakfast - Thomas Wolfe Room,60348510,Alicia,,28803,35.57189,-82.54901,Private room,72,1,25,2019-02-09,4.44,4,19
27903380,Glamping on the Mountain,4495497,Sara,,28803,35.53263,-82.49118,Entire home/apt,67,2,6,2018-11-12,1.22,1,178
27903998,The Nomad Pad ::Less than 10 minutes to downtown::,63442962,Cameron And Morgan,,28803,35.55605,-82.48598,Entire home/apt,130,1,29,2019-02-10,5.18,1,170
27906707,Charming Asheville Basement Apartment,183106225,Devon,,28803,35.54916,-82.51146,Entire home/apt,96,2,10,2018-12-09,1.70,1,137
27927441,Green Retreat,32651476,Tom,,28805,35.62225,-82.47752,Private room,85,2,14,2019-02-10,2.46,3,339
27931927,A Jaunt to Biltmore Village from a Forest Retreat,62391763,Mick,,28803,35.56716,-82.51933,Entire home/apt,80,1,21,2019-02-02,3.75,1,85
27933308,Beaver Lake Apartment~6 miles from downtown!!,48002359,Kim,,28804,35.63369,-82.57096,Entire home/apt,80,1,12,2019-01-20,2.05,2,358
27933446,Monthly downtown condo w/ dedicated parking spot,185747825,Eva,,28801,35.59884,-82.55569,Entire home/apt,67,30,1,2019-01-06,0.70,1,294
27977261,New 2BR w/ Rooftop Deck & Elevator,149601167,TurnKey Vacation Rentals,,28801,35.58757,-82.55218,Entire home/apt,226,2,0,,,22,352
27977831,Cozy Couple’s Getaway - Montford,13354770,Julee,,28801,35.60394,-82.57233,Entire home/apt,96,2,30,2019-02-10,5.33,1,124
27978847,Mountain Oaks Cabin *We pay your guest service fee*,176228522,Red Awning,,28805,35.63571,-82.46891,Entire home/apt,583,5,0,,,10,307
27978872,Busbee Cabin *Book with no guest service fee*,176228522,Red Awning,,28803,35.53832,-82.49203,Entire home/apt,469,5,0,,,10,276
28001246,Prime S. Asheville Loc. -Mtn. Biker/Hiker Haven!,21265399,Allison,,28704,35.46717,-82.57398,Private room,61,1,6,2019-01-03,1.07,1,365
28001503,Tranquil Home close to Downtown & West Asheville,142497520,Kristina,,28806,35.57085,-82.64506,Entire home/apt,150,2,14,2019-02-10,2.50,1,41
28002475,Barger Bungalow,211492760,Laura,,28803,35.53464,-82.48955,Entire home/apt,141,3,1,2018-09-16,0.19,1,168
28003776,Beautifully restored Historic home,211359508,Jennifer,,28801,35.60878,-82.54692,Private room,250,3,12,2019-01-21,2.14,1,4
28022043,Cozy Cottage 5 miles from Downtown,16359857,Anna,,28804,35.6378,-82.52942,Entire home/apt,83,30,0,,,2,92
28022558,Exceptional 2BR + Loft Sleeping Area w/ Roof Deck,149601167,TurnKey Vacation Rentals,,28801,35.58752,-82.55403,Entire home/apt,227,2,4,2019-01-01,1.00,22,332
28029833,"Downtown WEST Asheville ,Walk, one block Haywood !",93023816,Elisa,,28806,35.57778,-82.5912,Private room,60,2,6,2018-11-11,1.07,3,136
28042422,Explore Asheville from a Low-Key Apartment near Downtown,23166224,Lindsay,,28801,35.60848,-82.55354,Entire home/apt,79,2,28,2019-02-09,5.53,2,250
28049619,HoneyComb House,96187307,Steve,,28804,35.64725,-82.51386,Entire home/apt,800,1,2,2018-11-04,0.48,22,339
28051297,Cozy Asheville Mtn. Condo Minutes from Downtown!!!,24110236,Edward,,28803,35.55325,-82.46412,Entire home/apt,150,2,4,2018-10-14,0.74,1,0
28053434,The Snookstream~Glamping in the woods of Asheville,37996476,Aaron,,28805,35.6239,-82.48183,Entire home/apt,63,2,6,2018-11-04,1.34,4,163
28053639,Chill Vibes & the Cozy Bungalow -West Room,54399704,Mandy,,28803,35.56504,-82.52257,Private room,50,2,25,2019-01-28,4.44,2,277
28072155,"Asheville, family of 6, playroom,deck, park,hiking",175474451,Jeanne,,28806,35.51004,-82.61232,Entire home/apt,195,4,2,2018-11-25,0.53,2,157
28097393,Carolina Roost *NO GUEST SERVICE FEE*,176228522,Red Awning,,28803,35.55346,-82.47765,Entire home/apt,443,5,0,,,10,252
28097447,Explore Ashville from a Bright Studio with a Hot Tub,2237746,Annie & Thomas,,28805,35.59724,-82.50556,Private room,120,1,57,2019-02-16,10.12,1,129
28097580,Ellington Loft *Book with no guest service fee*,176228522,Red Awning,,28801,35.5934,-82.55352,Entire home/apt,1189,5,0,,,10,243
28097641,Bonnie's Cottage *NO GUEST SERVICE FEE*,176228522,Red Awning,,28803,35.55434,-82.48769,Entire home/apt,421,5,0,,,10,319
28109091,Something Blue-Mins to Downtown & Biltmore Estate,41462506,Michelle,,28803,35.55619,-82.50266,Entire home/apt,175,2,23,2019-01-18,4.11,2,250
28118669,Home away from home!,166884915,Sabrina,,28805,35.5965,-82.50208,Private room,85,2,0,,,1,0
28127559,"Elegant Private Suite/ Deck, 2 miles from Downtown",212458724,Drew,,28805,35.58482,-82.53718,Entire home/apt,99,1,32,2019-02-12,7.56,1,32
28133323,Asheville Mountain Serendipity,212442161,Anne,,28804,35.60994,-82.54036,Private room,105,2,9,2019-01-01,2.39,1,91
28147531,Country Meadows,212607827,Teresa,,28806,35.5376,-82.62477,Private room,50,2,0,,,1,0
28148160,Charming Arts & Crafts~ Heart of West Asheville,212612107,Merina,,28806,35.57628,-82.58564,Private room,75,1,14,2019-02-03,2.71,2,175
28149961,NEW! Private Home w/ Hot Tub- 14 Mins to Asheville,151397468,Evolve Vacation Rental,,28704,35.47417,-82.50299,Entire home/apt,525,2,6,2019-01-13,1.34,13,279
28156491,2 Cranes Getaway,2588066,Dan,,28801,35.57981,-82.5497,Private room,80,1,6,2018-12-09,1.11,1,15
28160806,Bookish Blue Bungalow - Cozy & *CENTRAL*  gem,244107,Meghan,,28804,35.61356,-82.55128,Entire home/apt,375,2,9,2019-01-02,1.61,1,219
28172948,The Mag House,17776846,Spenser,,28801,35.60423,-82.55812,Private room,100,1,30,2019-02-16,6.72,1,165
28184369,NEW! Riverfront Arden House On 6 Acres w/ Dock!,151397468,Evolve Vacation Rental,,28704,35.44649,-82.55689,Entire home/apt,600,3,2,2018-12-27,0.50,13,319
28199025,Quiet Mountain Overlook with Porch Near Downtown,212984194,Mark,,28805,35.59251,-82.53696,Private room,56,1,5,2019-02-10,5,1,221
28202866,Treehouse setting babbling brook 5 min to downtown,186768329,Emily,,28804,35.61422,-82.53839,Entire home/apt,150,2,12,2018-12-09,2.42,1,179
28216632,Sweet Hideaway Suite,213123388,Leigh,,28803,35.55314,-82.50575,Entire home/apt,150,2,9,2018-12-08,1.91,1,64
28216747,BRAND NEW West Avl Apt! 2 Blocks from Haywood Rd.,125822378,John,,28806,35.57524,-82.57589,Entire home/apt,75,1,16,2019-02-05,3.24,1,158
28245965,Downtown Artist Loft  ✰ Sleeps 5,2307713,Krista,,28801,35.59618,-82.55291,Entire home/apt,219,1,2,2019-01-01,0.52,3,297
28281182,Asheville Getaway,161445918,April,,28803,35.54859,-82.46414,Private room,33,1,11,2019-02-16,2.32,1,88
28286510,Mnt Views/Pkwy/Dtown-Tiny Red House on Tiny Farm,200915871,Celeste,,28804,35.65078,-82.52654,Entire home/apt,75,2,25,2019-02-10,4.93,2,352
28289096,Paint my mailbox blue.,3014098,Bill,,28806,35.62693,-82.62874,Private room,34,1,19,2019-02-02,6.20,1,162
28308701,Home away from home,213776051,Steven,,28804,35.63084,-82.55084,Private room,63,1,5,2018-12-31,1.49,1,179
28319643,Brand-New Trendy South Slope 2BR w/ City Views,149601167,TurnKey Vacation Rentals,,28801,35.58572,-82.55202,Entire home/apt,225,2,11,2019-01-26,2.14,22,351
28331348,Asheville-Lola’s House,213752047,Glenn,,28806,35.6231,-82.62579,Entire home/apt,99,2,15,2018-12-24,2.90,1,0
28335156,"Updated Historic Bungalow in Montford, Asheville",152729455,Zach,,28801,35.59784,-82.56123,Entire home/apt,117,30,1,2018-11-18,0.33,1,198
28385457,Secluded Mountain Views In Asheville,41860840,Richard,,28803,35.48697,-82.51022,Entire home/apt,195,3,6,2019-01-21,1.28,2,234
28389480,Baying Hound Campground - Entire Campground,151279507,Bobby And Amanda,,28806,35.61396,-82.60348,Entire home/apt,115,1,0,,,7,179
28410193,Brand New Biltmore Village Home,33665074,Mackenzie,,28803,35.55852,-82.53141,Private room,65,1,25,2019-01-27,4.66,1,51
28411241,Kenilworth Retreat,19593436,Mindy,,28803,35.58144,-82.5335,Entire home/apt,150,30,0,,,1,178
28432651,Walking distance to Blue Ridge Pkwy & Zen Tubing!,156634417,Aleksandar,,28806,35.50782,-82.59903,Entire home/apt,94,2,10,2019-01-01,2.36,2,0
28438011,Bulldog Palace Downtown,72193612,Rob,,28801,35.593,-82.54085,Entire home/apt,139,2,16,2019-01-20,3.43,2,327
28453860,Mountain Magic Asheville Home,153231263,John,,28803,35.52427,-82.47534,Private room,93,1,9,2018-12-16,1.82,1,153
28465150,Mountain Vista,185705514,Mark,,28806,35.61566,-82.58211,Entire home/apt,225,3,4,2018-12-27,0.81,1,353
28466957,Asheville - Hiker/Biker Retreat in Bent Creek,192774336,Nick,,28806,35.50177,-82.60717,Entire home/apt,91,1,31,2019-02-12,6.33,1,133
28467897,Asheville - Blue Ridge Mountain Retreat,9008726,Elisabeth,,28803,35.55993,-82.50698,Private room,145,1,12,2019-01-21,2.43,1,23
28478646,Asheville Tiny Home,16359857,Anna,,28804,35.63771,-82.5299,Entire home/apt,60,30,1,2018-12-31,0.61,2,352
28481477,I heart West Asheville ~ 10 min. walk downtown,212612107,Merina,,28806,35.57815,-82.58456,Private room,75,1,12,2019-01-01,2.67,2,179
28491562,Roomy 4BR w/ Fire Pit – Near Recreation & Downtown,149601167,TurnKey Vacation Rentals,,28805,35.6215,-82.47885,Entire home/apt,143,2,5,2018-12-09,1.19,22,352
28540786,Cozy guest suite-10 minute walk to downtown,98294036,Kendra,,28801,35.59936,-82.56419,Private room,65,2,22,2019-01-21,4.68,1,140
28544651,Historic Asheville home w/ hot tub,147550288,Adrian,,28805,35.58812,-82.50883,Private room,65,1,4,2018-12-16,1.38,1,19
28544931,CozyAirSuite,215436706,Susie And Bobby,,28803,35.53336,-82.4841,Entire home/apt,96,2,10,2018-12-31,2.13,1,365
28556282,Derick's House and Art studio in Asheville,93897699,Derick,,28804,35.63055,-82.55472,Private room,45,1,25,2019-01-28,5.32,2,354
28582577,The Heart of Ashevegas (very centrally located!),215080205,Haley,,28803,35.56858,-82.53415,Entire home/apt,65,1,40,2019-02-11,7.84,1,20
28583038,Cottage Overlooks Waterfall - Near Grove Park Inn,83030349,Craig,,28801,35.61541,-82.54155,Entire home/apt,225,1,17,2019-01-27,3.78,1,347
28584499,Quiet Backyard Apartment,23697772,Nell,,28803,35.56129,-82.50654,Entire home/apt,88,30,2,2018-11-25,0.61,1,123
28607789,Biltmore South Retreat,215908393,Dean,,28803,35.55184,-82.53338,Entire home/apt,47,30,1,2018-11-14,0.31,1,129
28608801,★★Modern Gem minutes from Downtown★★,89847496,Douglas,,28805,35.59522,-82.47697,Entire home/apt,135,2,16,2019-02-10,3.61,1,124
28610923,HeirloomHeArt - 10 Miles from Downtown Asheville,48725935,Cindy,,28715,35.56631,-82.66304,Entire home/apt,69,1,16,2019-02-01,3.78,1,364
28637353,Parkway Cottage AVL,22969018,Mitch,,28805,35.58127,-82.47847,Entire home/apt,56,60,0,,,1,363
28665091,Budget Friendly & Spacious South Asheville Apt,18058751,Emily,,28704,35.47256,-82.49981,Entire home/apt,99,1,16,2019-02-03,3.84,1,23
28674119,Jennie's Bed and Breakfast,216346256,Jennie,,28805,35.59695,-82.504,Private room,125,2,4,2018-10-28,0.90,1,16
28712523,Banjoe AVL Condo,62303172,Bruce,,28801,35.5935,-82.55733,Entire home/apt,625,2,5,2019-02-03,2.11,1,350
28719799,"North side Private Haven, minutes to Downtown!",17332011,Jessica,,28804,35.63719,-82.57735,Entire home/apt,95,7,2,2019-01-01,0.87,1,345
28720353,Tree Nest West,4408247,River & Alex,,28806,35.58675,-82.57743,Entire home/apt,150,1,4,2019-02-03,1.69,1,15
28758757,The Grovenest,18919617,Bruce & Tricia,,28804,35.62879,-82.53437,Entire home/apt,225,2,5,2019-01-20,1.18,1,83
28777663,ShovelheadExpress,217059764,Mark,,28803,35.52989,-82.51723,Entire home/apt,135,2,9,2019-01-01,2.01,1,321
28785469,Asheville getaway on Stradley Mountain,217123178,Patrick,,28806,35.52707,-82.6166,Private room,49,1,19,2019-02-16,4.25,1,82
28802634,Cozy in North Asheville— private entrance and bath,35074743,Melissa,,28804,35.64073,-82.5714,Private room,85,1,9,2019-01-02,2.01,1,89
28804277,Private Oasis IN DOWNTOWN Asheville!,72193612,Rob,,28801,35.59414,-82.54567,Entire home/apt,70,2,26,2019-02-03,5.53,2,231
28810359,Joy Chalet with Hot Tub - Asheville/Hendersonville,722034,Darlene And Ron,,28732,35.42918,-82.52462,Entire home/apt,139,2,2,2018-12-21,0.94,7,323
28834975,Private Room in a 1920's House!!,9334792,Leah And Kyle,,28805,35.58445,-82.485,Private room,50,1,2,2018-10-14,0.47,2,82
28857573,"Romantic, Luxurious and CLEAN..Asheville Cottages",53185861,Marshall And Tracie,,28806,35.53101,-82.62551,Entire home/apt,199,2,2,2019-01-01,0.94,9,165
28864118,"Romantic, Luxurious and CLEAN...Asheville Cottages",53185861,Marshall And Tracie,,28806,35.53259,-82.62492,Entire home/apt,159,2,4,2019-01-20,0.94,9,64
28865830,NEW- CHIC MOUNTAIN GETAWAY in the FOREST - 3 Bdrms,33151095,Tiff,,28803,35.5148,-82.47961,Entire home/apt,225,2,0,,,7,78
28871245,Stuck in the Middle,217672669,Jennifer,,28732,35.44307,-82.51162,Entire home/apt,179,3,10,2019-02-10,2.83,1,152
28882986,Mountain View from Private Suite in Asheville,85003890,Jonna,,28804,35.62578,-82.52991,Entire home/apt,75,1,22,2019-02-03,4.93,1,70
28915376,BEAUTIFUL GETAWAY 10 MIN. FROM BILTMORE ESTATE!,216058775,Alex,,28803,35.50735,-82.51974,Entire home/apt,110,2,6,2018-12-23,1.50,2,0
28927010,Cozy Cottage Near Town,123511498,Chad,,28806,35.58858,-82.62484,Entire home/apt,100,2,13,2019-02-10,2.91,1,0
28942385,The Tower in Asheville.,124552737,Veronica & Ronald,,28806,35.58435,-82.63364,Entire home/apt,130,1,10,2019-01-27,2.24,1,364
28952959,Newly Built Quintessential  Modern River Home,218238008,Bernie,,28806,35.56862,-82.56791,Entire home/apt,450,2,6,2019-01-01,1.57,1,79
28960407,Winter rates *:  Elk Mntn. Escape: private suite,29763476,Valerie,,28804,35.65041,-82.54536,Entire home/apt,150,2,7,2019-01-02,1.98,1,216
28986868,New One Bedroom Apt 5 mins from Downtown Asheville,176087087,Danny,,28806,35.59794,-82.62315,Entire home/apt,38,1,21,2019-02-10,4.77,2,359
28996509,Walkable West Asheville,107708018,Claire,,28806,35.58214,-82.57817,Private room,45,1,13,2019-02-05,3.45,1,59
29003338,Asheville Hillside Hideaway,161304476,Jim & Barbara,,28803,35.55411,-82.46178,Entire home/apt,175,2,10,2019-02-10,3.26,1,269
29003818,Grazin Goats,159599330,Cynthia,,28806,35.58542,-82.66194,Private room,40,2,0,,,2,360
29008329,North Lodge B&B Carolina Suite,9106631,David,,28801,35.57508,-82.55669,Private room,165,1,0,,,5,329
29026930,Walkable West Asheville,6997230,John,,28806,35.57227,-82.57646,Entire home/apt,89,1,29,2019-02-10,8.29,1,113
29030266,"Room w/ couch, desk, laundry, full private bath",218785650,Ian,,28704,35.4889,-82.53823,Private room,25,1,25,2019-01-27,5.56,1,89
29033893,La Casa Shabby Chic West A'ville Studio Apartment,218778840,Stephanie,,28806,35.5799,-82.5966,Entire home/apt,98,2,14,2019-01-21,3.23,1,365
29052301,Chalet Sans Souci,218933862,Bronwen,,28801,35.60566,-82.55622,Entire home/apt,120,2,10,2019-01-21,2.50,1,171
29071034,Town Mountain One Bedroom Plus,4153533,Robbie,,28804,35.62447,-82.53011,Private room,80,2,12,2019-01-27,2.93,1,65
29073142,"1 Mile To Downtown Asheville, Farm Fresh Breakfast",34480852,Valerie,,28804,35.61516,-82.55679,Entire home/apt,109,1,15,2019-02-10,3.66,1,234
29076665,Country Cottage 10 minutes from town,219102883,Beth &,,28804,35.65141,-82.60872,Entire home/apt,95,3,10,2019-02-03,2.52,1,119
29098489,Blue Ridge Parkway Treehouse,27896745,Dixiemarree,,28704,35.48545,-82.59585,Entire home/apt,145,2,10,2019-02-03,2.56,1,168
29102553,Cozy Private Room & Bath by Biltmore/Blue Ridge,21039179,Angie,,28803,35.5585,-82.513,Private room,52,1,18,2019-02-10,4.46,1,87
29125407,Modern Biltmore Village Guest Suite,4907157,Heather & Mark,,28803,35.56456,-82.5411,Entire home/apt,88,1,55,2019-02-14,12.99,1,111
29148062,Bearview Cabin minutes from Parkway and Downtown,219636710,Carol,,28803,35.54947,-82.49517,Entire home/apt,96,2,17,2019-02-10,4.25,1,142
