id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
38585,Charming Victorian twin BR for 2,165529,Evelyne,,28804,35.65146,-82.62792,Private room,45,1,121,2018-11-25,1.20,1,60
80905,French Industrial Chic Loft,427027,AshevilleStay,,28801,35.59701,-82.55237,Entire home/apt,765,1,92,2018-12-02,1.01,12,361
108061,"Walk downtown or UNCA, Pets OK!",320564,Lisa,,28801,35.6067,-82.55563,Entire home/apt,75,2,85,2018-12-25,0.94,2,9
155305,Cottage! BonPaul + Sharky's Hostel,746673,BonPaul,,28806,35.57972,-82.59617,Entire home/apt,107,1,195,2019-02-10,2.12,7,339
156805,"Private Room ""Ader"" at BPS Hostel",746673,BonPaul,,28806,35.57755,-82.59697,Private room,71,1,51,2019-01-11,0.56,7,349
156926,"Mixed Dorm ""Top Bunk #1"" at BPS Hostel",746673,BonPaul,,28806,35.57776,-82.595,Shared room,26,1,213,2019-02-05,2.34,7,351
160594,Historic Grove Park,769252,Elizabeth,,28801,35.61442,-82.54127,Private room,125,30,58,2015-10-19,0.63,1,365
189916,The Very Best Location Downtown,916386,Amy,,28801,35.59055,-82.55447,Private room,127,2,143,2015-08-16,1.58,1,47
209068,Terrace Cottage,1029919,Kevin,,28804,35.61856,-82.55276,Entire home/apt,134,30,53,2018-10-31,0.59,1,360
213006,Blue Gate Lodging,1098412,Susanne,,28806,35.58345,-82.59713,Private room,58,2,117,2018-12-30,1.43,1,363
246315,Asheville Dreamer's Cabin,1292070,Annie,,28805,35.59635,-82.50655,Private room,65,3,54,2018-10-27,0.61,1,77
259576,"Private, peaceful, and free goat therapy",1362726,Julia,,28805,35.61929,-82.48114,Entire home/apt,68,2,433,2019-01-27,4.94,2,239
273534,Lovely Apt. Near Downtown and Blue Ridge Parkway!,1178227,Karen,,28803,35.55294,-82.48995,Entire home/apt,60,2,220,2019-02-03,5.32,4,285
284690,PET FRIENDLY APT CLOSE TO DOWNTOWN,1482216,Marilyn,,28806,35.60441,-82.59997,Entire home/apt,100,2,36,2018-12-30,0.44,4,365
291937,primo apt in downtown Asheville!,397780,Susan,,28801,35.59087,-82.55143,Entire home/apt,250,2,167,2019-02-16,2.06,2,353
295496,The Fern Street Apt near Biltmore,1501882,Debbie,,28803,35.55537,-82.53539,Entire home/apt,50,14,30,2018-03-01,0.35,1,289
304379,REFOCUS COTTAGE- available January 19th,1566145,Gayle,,28804,35.64453,-82.52586,Entire home/apt,129,30,23,2018-09-15,0.27,2,365
326772,"Blue Ridge Parkway, close to Downtown!",1178227,Karen,,28803,35.55326,-82.49139,Entire home/apt,100,2,116,2019-02-03,3.12,4,235
353092,ATHENA'S LOFT:  Find yourself here!,1788071,Beth,,28806,35.58217,-82.59997,Entire home/apt,76,1,441,2019-02-03,6.61,1,349
427497,Luxurious Mountain Guest Suite Apartment,1909922,Milan,,28803,35.49111,-82.48438,Entire home/apt,125,2,34,2018-07-07,0.44,1,332
433646,Historic Arts and Craft Home,1931430,Ana,,28801,35.57771,-82.56094,Private room,115,2,89,2018-11-11,1.08,2,365
436476,Garden View Apt- Walk Downtown,478398,Heidi,,28801,35.60182,-82.56174,Entire home/apt,119,2,274,2019-02-10,3.36,1,18
483384,Mermaid Cottage West Asheville : walk to eateries,467421,Camille,,28803,35.56118,-82.57784,Entire home/apt,115,1,334,2019-02-16,6.25,1,257
495111,Walk Downtown private bath peaceful,12874214,David,,28801,35.60313,-82.55552,Private room,95,1,265,2019-01-04,3.27,3,334
498089,Urban Getaway - Perfect Location,2164379,Anne Marie,,28801,35.61115,-82.54376,Entire home/apt,47,30,129,2016-11-27,1.59,1,177
528535,Dwntwn Studio w/ lots of character,2596933,B,,28801,35.60075,-82.5539,Entire home/apt,99,2,311,2019-01-02,3.84,2,86
563189,The Keep is The Best!,1353021,Robyn,,28803,35.57398,-82.54488,Private room,50,2,170,2019-01-08,2.12,2,321
612660,Charming West Asheville Bungalow Monthly Rental,3039083,Chloe,,28806,35.57901,-82.58887,Entire home/apt,130,30,67,2018-09-30,0.85,2,198
621243,The birdhouse.Sweet suite! Downtown Roof top deck!,3079174,Molly,,28801,35.60418,-82.54964,Entire home/apt,135,1,34,2019-01-21,3.05,1,173
634319,Private Asheville Cabin Apartment,1202653,Jim And Jan,,28805,35.62839,-82.47989,Entire home/apt,155,3,29,2018-05-28,0.38,1,365
638349,Walkable West Asheville,2799158,Kari,,28806,35.58323,-82.59206,Entire home/apt,119,5,8,2016-04-05,0.13,2,0
653777,The Cloister,1353021,Robyn,,28803,35.57136,-82.5424,Private room,30,2,116,2019-01-03,1.47,2,63
660702,Private Home 1 mile to downtown,3335271,Brady,,28804,35.62166,-82.55373,Entire home/apt,75,1,269,2019-02-12,7.34,1,348
674894,Lovely mountain home with a view!,614610,Linda,,28805,35.62272,-82.50285,Private room,49,2,150,2018-12-17,2.12,2,302
677692,Walk to downtown Asheville!,397780,Susan,,28801,35.60391,-82.55148,Entire home/apt,45,30,14,2018-10-02,0.18,2,365
695196,"Private, Downtown & River Arts",3552264,Michelle,,28801,35.58037,-82.5578,Private room,49,1,811,2019-01-29,10.43,2,296
706115,EXPERIENCE DOWNTOWN ASHEVILLE,3605290,Johnny,,28801,35.59765,-82.55644,Entire home/apt,250,1,330,2019-01-20,4.24,1,344
720609,World Eclectic-Heart of the City,427027,AshevilleStay,,28801,35.59823,-82.55251,Entire home/apt,309,1,51,2018-10-23,0.66,12,361
723349,Guest Room at Oakland Cottage B&B,3736218,Mary,,28801,35.57436,-82.55623,Private room,175,2,3,2016-09-04,0.05,2,332
751963,Come Home in West Asheville!,3920284,Lauralee,,28806,35.57805,-82.58342,Entire home/apt,99,1,100,2018-10-28,1.41,1,78
840696,❤VIEWS! Luxury home near DOWNTOWN close 2 Biltmore,4390477,Michael,,28801,35.58395,-82.56161,Entire home/apt,224,2,301,2019-01-20,4.03,1,338
846221,Town and Mountain Peaceful Retreat,4418555,Bart,,28804,35.64271,-82.51219,Entire home/apt,137,2,91,2018-12-28,1.27,1,361
875735,Asheville artist  bungalow. 3 minutes to downtown,4632589,Jason,,28805,35.58617,-82.50657,Private room,65,1,49,2019-02-10,0.72,1,363
881707,West A'ville sanctuary in the trees,4664726,Jakub & Maria,,28806,35.56893,-82.59475,Entire home/apt,95,3,439,2019-02-13,6.71,1,184
942934,"""ZenShe"" Private Guest Quarters",5100332,Pat,,28806,35.57312,-82.59092,Private room,62,1,400,2019-01-27,5.54,1,360
943832,"Asheville Cottage, Walk To Town, 30 Days",5107042,Terri,,28801,35.6117,-82.57668,Entire home/apt,200,3,85,2019-01-21,1.22,1,268
971003,Montford Home 1.5 mi to DownTown,5306734,Tammy,,28801,35.60423,-82.57154,Entire home/apt,145,2,131,2018-11-25,1.85,1,13
976034,Urban Peace 5 ml from Downtown AVL,5340154,Ar,,28803,35.55544,-82.48361,Entire home/apt,145,2,160,2019-01-03,2.23,1,365
977054,The Cottage In Asheville,4302936,Anne & Joe,,28804,35.6157,-82.55594,Entire home/apt,130,30,74,2019-01-31,1.05,1,303
990426,City Centre Loft with Indoor Swing,427027,AshevilleStay,,28801,35.5985,-82.55242,Entire home/apt,355,1,53,2018-10-28,0.79,12,365
992821,Serene West Asheville Home,5452427,Izaak,,28715,35.56922,-82.64731,Entire home/apt,95,2,41,2019-01-21,0.58,2,47
1039028,The Cottage on Parkway Loop,4143638,Tim And Muffi,,28803,35.55144,-82.49132,Entire home/apt,90,2,163,2019-02-10,2.37,1,289
1054757,Downtown Convenience: Orange Peel,5199086,Danielle,,28801,35.58466,-82.5494,Private room,54,1,255,2019-02-08,3.62,2,47
1066156,Blend City and Country at Lucky W Cottage,4834939,Jessica,,28804,35.6461,-82.51605,Entire home/apt,135,2,401,2019-01-19,5.65,2,330
1127777,"Modern Meets Zen, Rest & Restore - West Asheville",6187751,Hun,,28806,35.57381,-82.59377,Private room,68,2,221,2019-01-27,3.22,1,158
1138179,West Asheville ,6243494,Mark,,28806,35.58627,-82.60428,Private room,60,39,0,,,1,365
1151149,Private Retreat Near Downtown,6297275,Lou Ella,,28805,35.5877,-82.49744,Private room,72,2,88,2016-12-04,1.81,1,0
1198090,"Beautiful, New, Walkable, Sunny West AVL Apt.",6559591,Gennell,,28806,35.57299,-82.57666,Entire home/apt,115,2,71,2019-01-02,1.02,1,33
1202777,"Relaxing, Family Mtn Home",1989209,Devon,,28704,35.47578,-82.49685,Entire home/apt,250,2,7,2018-12-30,0.16,1,47
1212352,Downtown Get Around #1,6618494,Reid,,28801,35.59942,-82.56189,Entire home/apt,110,3,222,2019-01-05,3.28,3,65
1219374,Three Room Suite & Simple Breakfast near Downtown,1286364,Brenda,,28801,35.60622,-82.56569,Private room,85,2,111,2019-02-03,3.87,1,227
1223655,Handsome Chic Loft Downtown,427027,AshevilleStay,,28801,35.59672,-82.55362,Entire home/apt,765,1,52,2018-11-11,0.77,12,356
1223683,Rustic Industrial-Heart of Downtown,427027,AshevilleStay,,28801,35.59836,-82.55412,Entire home/apt,355,1,76,2018-12-28,1.27,12,363
1235531,"BEST DEAL!  Affordable, Clean & Deluxe",5079854,Rebecca,,28704,35.4703,-82.51606,Private room,80,3,12,2018-10-22,0.23,1,365
1243512,Multiple Neighboring Downtown Lofts,427027,AshevilleStay,,28801,35.59821,-82.55274,Entire home/apt,2222,1,29,2018-10-14,0.49,12,365
1297717,"Lovely, peaceful mountain retreat",614610,Linda,,28805,35.62277,-82.50215,Entire home/apt,57,2,103,2018-07-24,1.52,2,353
1312301,Mid Century Modern Basement Apt..,7130739,Marta,,28805,35.58247,-82.49987,Entire home/apt,70,3,69,2018-07-24,1.01,1,308
1325364,West Asheville Townhouse,7193579,Julie,,28806,35.57827,-82.58891,Private room,75,1,408,2019-02-01,7.87,1,354
1332684,Sweet Studio - Walk West Asheville,2799158,Kari,,28806,35.5834,-82.59126,Entire home/apt,90,2,402,2019-02-10,6.00,2,39
1373040,"Mtn Sunset, Walk to Downtown, Private room.",7308139,Rebecca,,28801,35.59223,-82.54798,Private room,88,1,291,2019-01-21,4.28,1,89
1392363,Near Downtown Lots of Charm Plants & Sunset Views!,7527127,Theo,,28804,35.62447,-82.57928,Entire home/apt,96,2,15,2019-01-02,2.31,1,72
1393012,Large bedroom(king bed) & huge bath-PRIVATE ACCESS,7523601,Karen,,28704,35.46158,-82.53984,Private room,80,1,65,2018-12-29,1.01,1,356
1393437,New Belgium Cottage,7532495,Aubrey,,28806,35.58594,-82.56985,Entire home/apt,175,3,115,2019-01-21,1.73,1,323
1421061,Garden studio between Asheville +  Biltmore Estate,483350,Emilio And Kate,,28803,35.57597,-82.53695,Entire home/apt,110,2,112,2018-11-11,1.66,1,202
1441145,Location! Location! Location!,5761783,Paul,,28801,35.60297,-82.55898,Private room,118,2,190,2019-01-21,2.83,1,172
1475299,REFOCUS FIVE-extended stay and long term,1566145,Gayle,,28804,35.64455,-82.52651,Entire home/apt,144,30,22,2018-07-28,0.34,2,304
1497710,1BR btwn D-town & WAVL w/ hot tub,2326321,Jeff & Ann-Marie,,28806,35.57145,-82.57502,Private room,90,2,145,2019-02-10,2.16,1,6
1569954,Charming cottage bordered by stream,8348149,Deborah,,28801,35.61156,-82.55237,Private room,70,30,39,2015-11-02,0.59,1,365
1571095,Perfectly Located Studio Apartment In Asheville,8345942,Sherry,,28803,35.57357,-82.53846,Entire home/apt,75,2,63,2018-11-18,2.37,1,73
1574329,B&B room w pvt bath 1mi to Biltmore,3736218,Mary,,28801,35.5741,-82.55677,Private room,150,2,1,2016-02-28,0.03,2,332
1577750,Close to Biltmore with private bath/kitchenette!,8386107,Cindi,,28803,35.55981,-82.53563,Private room,44,1,229,2019-02-10,3.49,1,363
1578831,Downtown Get Around  # 2,6618494,Reid,,28801,35.60603,-82.55362,Entire home/apt,89,3,189,2019-01-28,2.85,3,76
1586906,"Hidden treasure near Downtown, UNCA",5601328,Mary,,28801,35.60823,-82.56212,Private room,80,2,180,2019-01-20,2.75,1,330
1684109,10 Minutes to Downtown  Epic Views!,4117051,Louise And Steve,,28805,35.60687,-82.48733,Entire home/apt,275,3,88,2019-02-10,1.35,2,318
1702227,AA Asheville Walk to Downtown!!,5199086,Danielle,,28801,35.58429,-82.54957,Private room,55,1,290,2019-02-03,4.43,2,52
1728187,"Welcoming walkable North Asheville, Pets OK",320564,Lisa,,28801,35.60685,-82.55687,Entire home/apt,150,20,49,2019-02-10,0.86,2,276
1768955,CityVibe 5 min WALK to town private,12874214,David,,28801,35.60459,-82.55683,Entire home/apt,99,29,53,2018-07-31,0.81,3,184
1785262,Bright Efficiency in West Asheville,5564999,Breccia,,28806,35.58713,-82.57521,Entire home/apt,87,2,275,2019-01-01,4.27,2,168
1813448,"Explore Asheville from a Minimal, Open-Plan Retreat",205139,Kora,,28804,35.6369,-82.58797,Private room,79,2,93,2019-01-01,2.00,1,85
1827412,Downtown Asheville Classic Style - Great Value!-#9,7625694,John,,28801,35.59224,-82.5512,Private room,89,1,348,2019-01-27,5.67,7,351
1843828,"HOME, INDOOR POOL, NEAR IT ALL",9617701,Diane & Dick,,28804,35.64752,-82.5309,Entire home/apt,250,2,69,2018-12-29,1.11,1,339
1851921,Guest suite w private entrance - walk downtown!,1816805,Audrey,,28801,35.59387,-82.54327,Entire home/apt,130,3,10,2018-05-28,0.37,1,72
1852818,5 Star Garden Cottage Retreat,9674379,Lauren,,28801,35.61295,-82.54775,Entire home/apt,60,30,93,2019-02-07,1.46,1,315
1861419,Welcome 1 guest at Eco CoHousing Community,1321332,Tara Jill,,28806,35.57221,-82.59768,Private room,28,3,57,2019-01-01,0.97,1,0
1950593,Crescent Moon Cottage - W/Asheville,6510905,Cristina And Hal,,28806,35.59444,-82.58945,Entire home/apt,109,2,327,2019-02-15,5.77,2,160
1956037,"Updated Bungalow, Asheville -  2+ Bdrm",10110069,Ginger,,28804,35.61768,-82.55927,Entire home/apt,145,28,118,2018-10-05,1.85,1,334
1972038,Classic West Asheville bungalow,10182401,Erin,,28806,35.58017,-82.60345,Private room,48,1,65,2019-02-03,6.59,1,130
2011367,Charming and Convenient 1 BR Apt.,10349105,"Roxanne, Manager",,28801,35.59986,-82.54459,Entire home/apt,79,2,159,2019-01-27,2.53,1,57
2014453,Nature Lover's Retreat W/Asheville,6510905,Cristina And Hal,,28806,35.59357,-82.58993,Entire home/apt,99,2,465,2019-02-15,7.42,2,139
2072026,"2.5 mile 2 dntwn Suite: Sunny, Big, Clean, Pets OK",8533528,Susan,,28804,35.63647,-82.54949,Entire home/apt,89,2,220,2019-01-20,3.61,1,357
2108335,Bodacious Downtown Bungalow,3383961,Diane,,28801,35.58601,-82.55628,Entire home/apt,165,2,243,2019-02-03,3.89,2,295
2142139,Spacious Room in West Asheville,5564999,Breccia,,28806,35.58692,-82.57496,Private room,60,1,103,2019-01-27,1.89,2,89
2152930,1 Blk from Downtown and River Arts,10987959,Andrew,,28801,35.59862,-82.55701,Entire home/apt,130,30,103,2018-12-01,1.69,1,156
2176375,Simple Little Guest House,11100294,Jane,,28806,35.56778,-82.58778,Entire home/apt,45,29,201,2018-08-27,3.30,1,266
2209375,Location~Location 2/1 Bungalow walk to everything!,2596933,B,,28801,35.6013,-82.55634,Entire home/apt,199,3,119,2018-12-28,2.03,2,88
2213748,5* SUNSET SUITE IN LUX VILLA ~ HOT-TUB ~ 2M DTN,1994122,Marc & Fay,,28805,35.60722,-82.53155,Private room,49,1,236,2019-02-12,3.94,9,175
2214960,"CityCHIC, #1 Locale, FPLACE, Kbed,  Romantic AVL!",11297481,Julie,,28801,35.61054,-82.55334,Entire home/apt,95,1,183,2019-02-10,3.15,2,30
2222067,Sassy Blue Room in Southslope,11336944,Sharon,,28801,35.58225,-82.55814,Entire home/apt,85,2,152,2019-01-21,4.15,2,169
2254521,The Mimosa Room/private entrance/private bath.,546222,Martha,,28806,35.56893,-82.56834,Private room,50,1,29,2017-05-09,0.48,1,363
2295996,Charming Downtown,7535860,Rita,,28801,35.60207,-82.55885,Private room,73,1,403,2019-01-06,6.64,3,230
2296152,Victorian Cottage Downtown Green Rm,7535860,Rita,,28801,35.60403,-82.56101,Private room,73,1,613,2019-02-01,10.07,3,344
2326086,Downtown Artist Loft,2307713,Krista,,28801,35.59652,-82.55233,Entire home/apt,169,1,286,2019-02-16,4.69,3,296
2411109,Victorian Cottage Downtown Blue Rm,7535860,Rita,,28801,35.60048,-82.55759,Private room,74,1,615,2019-02-01,10.31,3,334
2432326,Heaven Zen (guest house),12432758,Theresa,,28804,35.6163,-82.55864,Entire home/apt,89,2,163,2019-02-10,2.70,1,338
2432333,Laurelwood,12430753,Anne,,28805,35.59171,-82.51076,Entire home/apt,100,2,59,2018-11-25,2.66,1,86
2454666,"The Hideaway, W. Asheville.  2 BR Apt w/ Hot Tub!",10240937,Joe,,28806,35.57943,-82.58682,Entire home/apt,140,2,144,2019-02-10,2.41,1,284
2477628,RIVER ARTS ECO-COTTAGE - CLOSE TO DOWNTOWN,8035294,Alicia,,28801,35.58939,-82.56782,Entire home/apt,100,30,154,2018-11-26,2.60,1,23
2569529,Downtown Asheville 2 bed/2bath unit for rent,8671251,Heather,,28801,35.60045,-82.55587,Entire home/apt,2500,180,12,2016-07-04,0.20,1,365
2605869,Cozy place 6.5 miles to Downtown,9385592,Kelsey,,28805,35.61582,-82.48318,Entire home/apt,375,2,26,2018-12-25,0.44,2,60
2607570,New Cozy Garage Apt/ Great Location,13238922,Irma,,28801,35.60606,-82.54351,Entire home/apt,79,30,58,2018-10-31,0.99,1,365
2624781,Tudor Charmer 2 Miles from Downtown,1092030,Justin,,28803,35.58103,-82.53334,Entire home/apt,195,3,1,2014-05-27,0.02,1,0
2643168,Luxurious B&B Room Steps to Downtown Asheville,13532421,Frank,,28801,35.60401,-82.55042,Private room,999,1,1,2016-12-13,0.04,1,0
2691057,SweetSuite in Grand West Asheville Home,13773106,Fran,,28806,35.57529,-82.59529,Private room,65,3,117,2019-01-01,2.01,1,359
2708104,"ROMANTIC,STYLE, FIREPLACE, KBED, #1 LOCATION",11297481,Julie,,28801,35.61121,-82.55286,Entire home/apt,80,1,155,2019-02-11,2.63,2,8
2751374,5* APARTMENT ~ PRIVATE HOT-TUB ~ MOUNTAIN VIEWS,1994122,Marc & Fay,,28805,35.61194,-82.52522,Entire home/apt,66,30,175,2018-07-08,3.00,9,45
2761044,Asheville Personal Retreat 6 - Zen Home,7073079,Athena,,28803,35.558,-82.478,Entire home/apt,668,14,30,2018-12-23,0.53,1,0
2842035,Pet Friendly Log Cabin with Hot Tub,14537196,Nancy,,28805,35.57961,-82.47513,Entire home/apt,190,30,17,2018-11-18,0.30,1,103
2847157,Pine Grove - centrally located,12866312,Carolina,,28801,35.5823,-82.55773,Private room,77,2,241,2019-01-27,4.18,1,261
2925486,Trendy golfcourse apt-Near all-NO clean/pet fee,14937363,Melanie,,28805,35.58693,-82.50327,Entire home/apt,107,1,179,2019-02-14,3.07,1,347
2943116,Beautiful W.Asheville Apartment 12 min to downtown,15025836,Robert,,28806,35.5545,-82.6244,Entire home/apt,100,2,145,2019-01-01,2.51,1,49
2949571,Happy Haven  ~ ARTIST Sanctuary ART Studio,15056995,Celeste & Esiris,,28806,35.59595,-82.63034,Entire home/apt,97,1,191,2019-01-01,3.31,1,364
3018908,Inn on Westwood - Bennett Suite Avl,14991088,"Rob, Caroline, And Angie",,28806,35.58048,-82.5787,Private room,160,2,96,2019-01-20,1.91,2,346
3040444,Private Suite. 10 min walk to Town,12874214,David,,28801,35.60277,-82.55587,Entire home/apt,105,1,330,2019-02-04,5.75,3,347
3066648,COZY RIVER ARTS COTTAGE,15605872,Karen,,28801,35.59215,-82.5664,Entire home/apt,110,3,177,2019-01-14,3.08,1,42
3084395,Modern Tree Top Bungalow!!,15694798,Josh,,28804,35.6241,-82.53003,Entire home/apt,135,1,196,2019-02-10,3.41,3,330
3095136,Spivey Mountain Cabin w/Hot Tub!!,15694798,Josh,,28806,35.59519,-82.63967,Entire home/apt,160,1,267,2019-01-28,4.62,3,282
3116699,Asheville Modern Round House,15694798,Josh,,28804,35.62352,-82.52959,Entire home/apt,190,1,212,2019-02-10,3.86,3,287
3220474,Picturesque Mountainside Private Room & Bathroom,16296123,Allison & Peter,,28803,35.49069,-82.51348,Private room,45,1,464,2019-02-09,8.19,2,79
3225871,Little forest 5 mins from airport,16293519,Ellen,,28732,35.4394,-82.50569,Entire home/apt,29,1,77,2018-12-16,2.31,1,334
3244166,"Princess Anne, Free Breakfast & Happy Hour",16412724,Anne,,28801,35.6018,-82.54328,Private room,199,1,12,2018-08-24,0.75,1,328
3300523,Beautiful 1BR Close to Downtown,16669723,Ari,,28804,35.60122,-82.5396,Entire home/apt,140,30,203,2018-05-16,3.61,1,0
3302863,Awesome Asheville Condo Flat,7975333,Lance,,28803,35.51061,-82.52767,Entire home/apt,99,3,138,2019-01-20,2.98,1,169
3314819,Finished Basement: Mountainside Private Bed & Bath,16296123,Allison & Peter,,28803,35.49099,-82.51287,Private room,35,1,568,2019-02-08,10.02,2,67
3322161,Sweet West Asheville Bungalow Monthly Rental,3039083,Chloe,,28806,35.57949,-82.58714,Entire home/apt,140,30,4,2016-08-20,0.12,2,169
3369973,Nana's Place is minutes from EVERYTHING!,12087030,"Marie, Andrew & Sue",,28803,35.58317,-82.54643,Entire home/apt,140,2,82,2019-01-21,2.58,1,276
3390324,1 br Cottage close to downtown,16655504,John & Carla,,28801,35.60188,-82.5502,Entire home/apt,75,30,43,2016-04-22,0.78,1,47
3404146,"Modern, Comfortable 2BR; Walk Downtown!",17167852,Jeff,,28801,35.60669,-82.54728,Entire home/apt,279,3,47,2019-02-11,0.88,2,213
3405282,The Cabin In Grove Park,17173574,Scott & Catherine,,28801,35.61122,-82.54473,Entire home/apt,75,29,6,2018-05-04,0.14,1,274
3424947,Cozy Apt in N. Avl- Close to all!,17262820,Laura,,28804,35.62972,-82.58694,Entire home/apt,120,1,139,2019-01-05,2.48,1,344
3439245,Vacation in Asheville,17308817,Alana,,28801,35.60061,-82.55857,Entire home/apt,245,2,102,2018-11-08,1.81,1,0
3454237,Asheville Mtn. Retreat,6619953,Becky,,28805,35.59006,-82.50414,Entire home/apt,100,30,76,2018-03-31,1.35,1,322
3522134,West Asheville 3 BR/2BA with great outdoor space,17736312,Melissa & Ron,,28806,35.58501,-82.60828,Entire home/apt,65,30,94,2018-09-18,1.68,1,351
3522532,Quiet Luxurious Studio-Guest House,4846203,Zak & Iz,,28806,35.58012,-82.60711,Entire home/apt,70,30,171,2018-11-11,3.15,2,158
3529241,"Walk to Downtown, Mid-Century Modern",17767321,Jc,,28801,35.60233,-82.56226,Entire home/apt,87,2,201,2019-02-10,3.67,1,0
3563156,"Sweet Room, Own Entrance, New Bath",653292,Joann,,28806,35.57729,-82.60579,Private room,44,2,68,2019-02-05,1.23,1,362
3563399,The Golden Nook,10654807,Michelle,,28801,35.60983,-82.56056,Entire home/apt,78,1,210,2019-02-11,3.77,2,346
3569949,"Dog Friendly, 5 Minutes to Downtown, Walk to Yoga",17974144,Peggy,,28804,35.63273,-82.5769,Entire home/apt,119,1,61,2019-02-10,3.49,2,326
3590634,Cozy Cabin by Mountain Stream,18089084,Patricia,,28803,35.54661,-82.4924,Entire home/apt,110,2,125,2019-02-12,2.25,2,340
3649639,Cheerful Home In Historic Downtown,18450336,Michele,,28801,35.60815,-82.56361,Entire home/apt,70,1,283,2019-01-27,5.10,2,205
3654375,Sassy Purple Cottage!,11336944,Sharon,,28801,35.60961,-82.56742,Entire home/apt,125,120,50,2016-07-04,0.91,2,365
3738456,Cozy 3 private bedrms and 2baths,19111238,Diane,,28732,35.43717,-82.46232,Private room,75,3,17,2019-01-31,0.37,1,365
3741771,Urban Oasis in heart of W-AVL with Private hot tub,2392127,David And Melissa,,28806,35.57965,-82.58172,Entire home/apt,135,1,240,2018-12-02,4.41,3,338
3741932,VACATION LIKE A LOCAL.... Ideal spot!!,19133972,Andrea,,28806,35.58627,-82.57852,Entire home/apt,275,1,64,2018-05-28,1.17,2,353
3767793,WEST Asheville-Epic VIEWS-Game Room,9385592,Kelsey,,28806,35.63595,-82.6494,Entire home/apt,275,2,48,2018-12-27,0.87,2,76
3812545,"Peaceful, Spacious Mountain Retreat",19600149,Jenna And Chris,,28805,35.61254,-82.47409,Entire home/apt,125,1,378,2019-02-12,6.86,1,268
3868452,Peaceful Log Home Minutes to Downtown Asheville,19697970,Stacey,,28806,35.61309,-82.59688,Entire home/apt,245,3,116,2019-01-21,2.29,1,329
3868910,The Henhouse,19977236,Louisa,,28801,35.59157,-82.56673,Entire home/apt,120,2,200,2019-01-01,3.66,1,256
3888565,"Grove Park, Private Bath, Views, 8 min to Downtown",20115578,John,,28804,35.62917,-82.53909,Private room,79,1,119,2019-01-02,2.25,2,365
3888845,THE MASTER@UTOPIA ~ 50 SHADES OF 5* ~ HOT-TUB,1994122,Marc & Fay,,28805,35.61288,-82.52512,Private room,59,1,290,2019-02-15,5.37,9,164
3889212,Garage apartment close to downtown,1482216,Marilyn,,28806,35.5989,-82.59319,Entire home/apt,90,2,57,2018-11-27,1.04,4,347
3893957,BEAUTIFUL RANCH HOME WALKING DISTANCE TO LAKE,20153731,Mary,,28804,35.63144,-82.57171,Entire home/apt,195,3,12,2018-11-11,0.22,1,365
3945733,"Romantic Vintage Studio, Close to Downtown",20447538,April,,28801,35.61053,-82.55582,Entire home/apt,77,1,293,2019-01-25,5.50,2,308
3961524,Grove Park Master Suite with View near Downtown,20115578,John,,28804,35.62936,-82.53774,Private room,89,1,140,2018-12-30,2.58,2,365
3968877,Fabulous Studio 7 min to downtown!,11584674,Callie,,28804,35.62881,-82.57323,Entire home/apt,105,2,80,2019-02-10,1.48,1,340
3984596,Historic 1930's Charmer in West Asheville,8260778,Patch,,28806,35.57489,-82.57172,Entire home/apt,325,1,114,2019-01-01,2.14,1,319
3986614,Private Cottage in N. Asheville...,5656896,Michael,,28804,35.62363,-82.56109,Entire home/apt,75,1,219,2019-02-02,4.79,2,266
3990524,Sweet room in W. Asheville bungalow,1676385,Pamella,,28806,35.58006,-82.58663,Private room,40,1,128,2019-01-27,2.36,1,339
4021238,Delightful Bungalow By Downtown,2363548,Ami & Jason,,28801,35.60314,-82.55837,Entire home/apt,145,3,7,2018-12-27,0.13,1,9
4045013,Bittersweet Cottage - It's All About The View!,20973612,Matthew,,28804,35.65451,-82.54203,Entire home/apt,280,2,104,2019-02-10,2.07,2,238
4054144,Montford Home with Hot Tub - Walk to Downtown,1304949,Michael,,28801,35.60328,-82.55942,Entire home/apt,197,2,9,2018-08-05,0.17,1,0
4108784,Everything Zen,3221035,Mark,,28804,35.62284,-82.60681,Entire home/apt,99,2,218,2019-02-10,4.10,1,206
4124504,Forest Hill Bungalow,11006041,Shari,,28803,35.57347,-82.53753,Entire home/apt,99,2,255,2019-02-10,4.86,1,346
4129119,Bungalow and BBQ,21420468,Christine,,28804,35.6154,-82.5552,Private room,68,1,331,2019-02-10,6.33,1,171
4145255,Colorful W.AVL w/Top Reviews; Perfect for families,21504355,Sarah And Russ,,28806,35.5767,-82.57046,Private room,75,2,95,2018-11-12,1.78,1,314
4173713,The Suite at Bittersweet,20973612,Matthew,,28804,35.65384,-82.54235,Entire home/apt,240,2,49,2018-12-31,1.03,2,294
4182500,Convenient Bed & Bath near Downtown,21698105,Svitlana,,28803,35.56019,-82.50709,Private room,60,1,225,2019-01-20,4.25,2,361
4183263,Stardust Sprinkles in the Hoon's Moon Room,21702976,Model Communities,,28801,35.60363,-82.55172,Private room,65,2,276,2019-01-20,5.22,5,283
